from_lat,from_lon,to_lat,to_lon,km,source
14.71352,100.82881,13.91039,101.65502,157.0,google
14.73648,102.11758,12.64045,102.0921,310.6,google
14.73648,102.11758,13.85167,101.0799,214.3,google
14.73648,102.11758,14.8798,100.3025,241.5,google
14.73648,102.11758,16.02498,103.84685,286.8,google
14.73648,102.11758,14.80226,101.89712,28.2,google
14.73648,102.11758,15.46899,100.15983,273.7,google
14.73648,102.11758,15.0652,104.05148,241.9,google
14.73648,102.11758,13.96135,101.88192,132.7,google
14.73648,102.11758,13.91039,101.65502,135.5,google
15.86157,102.01584,12.64045,102.0921,444.5,google
15.86157,102.01584,13.85167,101.0799,316.9,google
15.86157,102.01584,14.8798,100.3025,266.7,google
15.86157,102.01584,16.02498,103.84685,227.7,google
15.86157,102.01584,14.80226,101.89712,154.5,google
15.86157,102.01584,15.46899,100.15983,269.2,google
15.86157,102.01584,15.0652,104.05148,278.9,google
15.86157,102.01584,13.96135,101.88192,266.6,google
15.86157,102.01584,13.91039,101.65502,269.4,google
17.01995,100.32026,12.64045,102.0921,632.7,google
17.01995,100.32026,13.85167,101.0799,448.2,google
17.01995,100.32026,14.8798,100.3025,272.2,google
17.01995,100.32026,16.02498,103.84685,479.1,google
17.01995,100.32026,14.80226,101.89712,369.9,google
17.01995,100.32026,15.46899,100.15983,194.6,google
17.01995,100.32026,15.0652,104.05148,585.5,google
17.01995,100.32026,13.96135,101.88192,466.2,google
17.01995,100.32026,13.91039,101.65502,456.6,google
14.9075,100.08686,12.64045,102.0921,398.9,google
14.9075,100.08686,13.85167,101.0799,206.5,google
14.9075,100.08686,14.8798,100.3025,37.2,google
14.9075,100.08686,16.02498,103.84685,528.2,google
14.9075,100.08686,14.80226,101.89712,244.5,google
14.9075,100.08686,15.46899,100.15983,74.8,google
14.9075,100.08686,15.0652,104.05148,509.2,google
14.9075,100.08686,13.96135,101.88192,248.8,google
14.9075,100.08686,13.91039,101.65502,239.2,google
14.57319,100.08287,12.64045,102.0921,363.1,google
14.57319,100.08287,13.85167,101.0799,170.8,google
14.57319,100.08287,14.8798,100.3025,55.4,google
14.57319,100.08287,16.02498,103.84685,511.7,google
14.57319,100.08287,14.80226,101.89712,227.9,google
14.57319,100.08287,15.46899,100.15983,117.3,google
14.57319,100.08287,15.0652,104.05148,492.6,google
14.57319,100.08287,13.96135,101.88192,232.3,google
14.57319,100.08287,13.91039,101.65502,222.7,google
15.18526,100.23194,13.67603,100.60363,190.2,google
15.18526,100.23194,16.28676,102.78511,386.8,google
15.18526,100.23194,14.78251,101.9564,243.4,google
15.18526,100.23194,14.71108,101.44291,179.6,google
15.18526,100.23194,14.71352,100.82881,92.8,google
15.18526,100.23194,14.73648,102.11758,263.9,google
15.18526,100.23194,15.86157,102.01584,273.4,google
15.18526,100.23194,17.01995,100.32026,233.6,google
15.18526,100.23194,14.9075,100.08686,48.7,google
15.18526,100.23194,14.57319,100.08287,91.3,google
14.18789,100.47625,13.67603,100.60363,74.7,google
14.18789,100.47625,16.28676,102.78511,411.3,google
14.18789,100.47625,14.78251,101.9564,217.1,google
14.18789,100.47625,14.71108,101.44291,153.2,google
14.18789,100.47625,14.71352,100.82881,92.3,google
14.18789,100.47625,14.73648,102.11758,237.5,google
14.18789,100.47625,15.86157,102.01584,317.6,google
14.18789,100.47625,17.01995,100.32026,358.0,google
14.18789,100.47625,14.9075,100.08686,113.7,google
14.18789,100.47625,14.57319,100.08287,77.7,google
15.05041,101.70358,13.67603,100.60363,254.6,google
15.05041,101.70358,16.28676,102.78511,207.1,google
15.05041,101.70358,14.78251,101.9564,60.6,google
15.05041,101.70358,14.71108,101.44291,71.0,google
15.05041,101.70358,14.71352,100.82881,157.7,google
15.05041,101.70358,14.73648,102.11758,81.1,google
15.05041,101.70358,15.86157,102.01584,107.9,google
15.05041,101.70358,17.01995,100.32026,342.7,google
15.05041,101.70358,14.9075,100.08686,232.0,google
15.05041,101.70358,14.57319,100.08287,240.1,google
13.40652,101.20732,13.67603,100.60363,91.8,google
13.40652,101.20732,16.28676,102.78511,417.8,google
13.40652,101.20732,14.78251,101.9564,225.1,google
13.40652,101.20732,14.71108,101.44291,209.7,google
13.40652,101.20732,14.71352,100.82881,175.8,google
13.40652,101.20732,14.73648,102.11758,225.2,google
13.40652,101.20732,15.86157,102.01584,374.3,google
13.40652,101.20732,17.01995,100.32026,489.5,google
13.40652,101.20732,14.9075,100.08686,258.7,google
13.40652,101.20732,14.57319,100.08287,222.7,google
13.7447,102.324,13.67603,100.60363,209.7,google
13.7447,102.324,16.28676,102.78511,352.4,google
13.7447,102.324,14.78251,101.9564,183.1,google
13.7447,102.324,14.71108,101.44291,196.6,google
13.7447,102.324,14.71352,100.82881,223.4,google
13.7447,102.324,14.73648,102.11758,183.2,google
13.7447,102.324,15.86157,102.01584,332.3,google
13.7447,102.324,17.01995,100.32026,524.6,google
13.7447,102.324,14.9075,100.08686,307.8,google
13.7447,102.324,14.57319,100.08287,297.1,google
14.62893,103.40957,13.67603,100.60363,415.9,google
14.62893,103.40957,16.28676,102.78511,253.3,google
14.62893,103.40957,14.78251,101.9564,165.7,google
14.62893,103.40957,14.71108,101.44291,232.5,google
14.62893,103.40957,14.71352,100.82881,319.1,google
14.62893,103.40957,14.73648,102.11758,145.1,google
14.62893,103.40957,15.86157,102.01584,265.0,google
14.62893,103.40957,17.01995,100.32026,537.5,google
14.62893,103.40957,14.9075,100.08686,422.7,google
14.62893,103.40957,14.57319,100.08287,401.4,google
15.3708,100.13534,13.67603,100.60363,215.6,google
15.3708,100.13534,16.28676,102.78511,394.5,google
15.3708,100.13534,14.78251,101.9564,247.1,google
15.3708,100.13534,14.71108,101.44291,205.0,google
15.3708,100.13534,14.71352,100.82881,118.3,google
15.3708,100.13534,14.73648,102.11758,267.6,google
15.3708,100.13534,15.86157,102.01584,277.1,google
15.3708,100.13534,17.01995,100.32026,210.9,google
15.3708,100.13534,14.9075,100.08686,59.1,google
15.3708,100.13534,14.57319,100.08287,101.6,google
13.82633,101.25721,13.67603,100.60363,106.2,google
13.82633,101.25721,16.28676,102.78511,390.1,google
13.82633,101.25721,14.78251,101.9564,197.4,google
13.82633,101.25721,14.71108,101.44291,171.5,google
13.82633,101.25721,14.71352,100.82881,141.5,google
13.82633,101.25721,14.73648,102.11758,197.5,google
13.82633,101.25721,15.86157,102.01584,304.9,google
13.82633,101.25721,17.01995,100.32026,442.7,google
13.82633,101.25721,14.9075,100.08686,239.0,google
13.82633,101.25721,14.57319,100.08287,203.1,google
13.97256,102.7732,13.67603,100.60363,271.4,google
13.97256,102.7732,16.28676,102.78511,308.5,google
13.97256,102.7732,14.78251,101.9564,187.3,google
13.97256,102.7732,14.71108,101.44291,234.4,google
13.97256,102.7732,14.71352,100.82881,281.7,google
13.97256,102.7732,14.73648,102.11758,166.7,google
13.97256,102.7732,15.86157,102.01584,294.4,google
13.97256,102.7732,17.01995,100.32026,559.2,google
13.97256,102.7732,14.9075,100.08686,366.0,google
13.97256,102.7732,14.57319,100.08287,355.4,google
13.95154,100.97472,13.67603,100.60363,71.8,google
13.95154,100.97472,16.28676,102.78511,399.5,google
13.95154,100.97472,14.78251,101.9564,205.2,google
13.95154,100.97472,14.71108,101.44291,141.4,google
13.95154,100.97472,14.71352,100.82881,105.2,google
13.95154,100.97472,14.73648,102.11758,225.7,google
13.95154,100.97472,15.86157,102.01584,305.8,google
13.95154,100.97472,17.01995,100.32026,416.3,google
13.95154,100.97472,14.9075,100.08686,184.6,google
13.95154,100.97472,14.57319,100.08287,166.5,google
15.18526,100.23194,14.18789,100.47625,134.1,google
15.18526,100.23194,15.05041,101.70358,192.1,google
15.18526,100.23194,13.40652,101.20732,267.4,google
15.18526,100.23194,13.7447,102.324,313.9,google
15.18526,100.23194,14.62893,103.40957,405.4,google
15.18526,100.23194,15.3708,100.13534,29.8,google
15.18526,100.23194,13.82633,101.25721,230.6,google
15.18526,100.23194,13.97256,102.7732,371.6,google
15.18526,100.23194,13.95154,100.97472,193.9,google
14.18789,100.47625,15.18526,100.23194,132.8,google
14.18789,100.47625,15.05041,101.70358,210.2,google
14.18789,100.47625,13.40652,101.20732,156.5,google
14.18789,100.47625,13.7447,102.324,265.5,google
14.18789,100.47625,14.62893,103.40957,379.0,google
14.18789,100.47625,15.3708,100.13534,160.1,google
14.18789,100.47625,13.82633,101.25721,136.4,google
14.18789,100.47625,13.97256,102.7732,327.0,google
14.18789,100.47625,13.95154,100.97472,98.5,google
15.05041,101.70358,15.18526,100.23194,202.7,google
15.05041,101.70358,14.18789,100.47625,213.8,google
15.05041,101.70358,13.40652,101.20732,320.5,google
15.05041,101.70358,13.7447,102.324,238.8,google
15.05041,101.70358,14.62893,103.40957,222.6,google
15.05041,101.70358,15.3708,100.13534,217.5,google
15.05041,101.70358,13.82633,101.25721,235.3,google
15.05041,101.70358,13.97256,102.7732,240.4,google
15.05041,101.70358,13.95154,100.97472,205.8,google
13.40652,101.20732,15.18526,100.23194,264.3,google
13.40652,101.20732,14.18789,100.47625,153.7,google
13.40652,101.20732,15.05041,101.70358,274.5,google
13.40652,101.20732,13.7447,102.324,153.3,google
13.40652,101.20732,14.62893,103.40957,341.0,google
13.40652,101.20732,15.3708,100.13534,291.6,google
13.40652,101.20732,13.82633,101.25721,58.9,google
13.40652,101.20732,13.97256,102.7732,214.9,google
13.40652,101.20732,13.95154,100.97472,77.0,google
13.7447,102.324,15.18526,100.23194,314.4,google
13.7447,102.324,14.18789,100.47625,250.7,google
13.7447,102.324,15.05041,101.70358,232.6,google
13.7447,102.324,13.40652,101.20732,152.6,google
13.7447,102.324,14.62893,103.40957,189.1,google
13.7447,102.324,15.3708,100.13534,341.7,google
13.7447,102.324,13.82633,101.25721,125.7,google
13.7447,102.324,13.97256,102.7732,62.0,google
13.7447,102.324,13.95154,100.97472,179.9,google
14.62893,103.40957,15.18526,100.23194,397.5,google
14.62893,103.40957,14.18789,100.47625,375.2,google
14.62893,103.40957,15.05041,101.70358,215.1,google
14.62893,103.40957,13.40652,101.20732,341.9,google
14.62893,103.40957,13.7447,102.324,190.6,google
14.62893,103.40957,15.3708,100.13534,412.3,google
14.62893,103.40957,13.82633,101.25721,315.0,google
14.62893,103.40957,13.97256,102.7732,146.5,google
14.62893,103.40957,13.95154,100.97472,367.1,google
15.3708,100.13534,15.18526,100.23194,25.6,google
15.3708,100.13534,14.18789,100.47625,159.5,google
15.3708,100.13534,15.05041,101.70358,207.7,google
15.3708,100.13534,13.40652,101.20732,292.9,google
15.3708,100.13534,13.7447,102.324,339.4,google
15.3708,100.13534,14.62893,103.40957,409.1,google
15.3708,100.13534,13.82633,101.25721,256.1,google
15.3708,100.13534,13.97256,102.7732,397.1,google
15.3708,100.13534,13.95154,100.97472,219.4,google
13.82633,101.25721,15.18526,100.23194,251.5,google
13.82633,101.25721,14.18789,100.47625,133.2,google
13.82633,101.25721,15.05041,101.70358,197.5,google
13.82633,101.25721,13.40652,101.20732,59.6,google
13.82633,101.25721,13.7447,102.324,125.7,google
13.82633,101.25721,14.62893,103.40957,313.3,google
13.82633,101.25721,15.3708,100.13534,278.8,google
13.82633,101.25721,13.97256,102.7732,187.2,google
13.82633,101.25721,13.95154,100.97472,54.4,google
13.97256,102.7732,15.18526,100.23194,372.6,google
13.97256,102.7732,14.18789,100.47625,312.4,google
13.97256,102.7732,15.05041,101.70358,236.7,google
13.97256,102.7732,13.40652,101.20732,214.3,google
13.97256,102.7732,13.7447,102.324,62.0,google
13.97256,102.7732,14.62893,103.40957,145.2,google
13.97256,102.7732,15.3708,100.13534,399.9,google
13.97256,102.7732,13.82633,101.25721,187.4,google
13.97256,102.7732,13.95154,100.97472,241.5,google
13.95154,100.97472,15.18526,100.23194,191.1,google
13.95154,100.97472,14.18789,100.47625,92.5,google
13.95154,100.97472,15.05041,101.70358,198.3,google
13.95154,100.97472,13.40652,101.20732,76.6,google
13.95154,100.97472,13.7447,102.324,184.5,google
13.95154,100.97472,14.62893,103.40957,367.2,google
13.95154,100.97472,15.3708,100.13534,218.4,google
13.95154,100.97472,13.82633,101.25721,54.3,google
13.95154,100.97472,13.97256,102.7732,246.0,google
15.18526,100.23194,13.3375,101.08677,259.5,google
15.18526,100.23194,16.38124,103.22129,439.1,google
15.18526,100.23194,18.8401,98.98762,514.5,google
15.18526,100.23194,13.825,101.05471,222.4,google
15.18526,100.23194,13.61102,101.31725,259.1,google
15.18526,100.23194,14.65748,101.4045,172.8,google
15.18526,100.23194,13.40859,101.20776,266.6,google
15.18526,100.23194,14.83975,105.12624,604.3,google
15.18526,100.23194,14.19173,100.81368,145.3,google
15.18526,100.23194,13.93528,101.05366,208.6,google
14.18789,100.47625,13.3375,101.08677,148.6,google
14.18789,100.47625,16.38124,103.22129,474.5,google
14.18789,100.47625,18.8401,98.98762,644.8,google
14.18789,100.47625,13.825,101.05471,103.8,google
14.18789,100.47625,13.61102,101.31725,153.9,google
14.18789,100.47625,14.65748,101.4045,146.4,google
14.18789,100.47625,13.40859,101.20776,155.7,google
14.18789,100.47625,14.83975,105.12624,578.0,google
14.18789,100.47625,14.19173,100.81368,65.3,google
14.18789,100.47625,13.93528,101.05366,113.2,google
15.05041,101.70358,13.3375,101.08677,312.6,google
15.05041,101.70358,16.38124,103.22129,273.6,google
15.05041,101.70358,18.8401,98.98762,656.8,google
15.05041,101.70358,13.825,101.05471,217.1,google
15.05041,101.70358,13.61102,101.31725,250.1,google
15.05041,101.70358,14.65748,101.4045,75.3,google
15.05041,101.70358,13.40859,101.20776,319.8,google
15.05041,101.70358,14.83975,105.12624,421.5,google
15.05041,101.70358,14.19173,100.81368,176.5,google
15.05041,101.70358,13.93528,101.05366,204.5,google
13.40652,101.20732,13.3375,101.08677,28.2,google
13.40652,101.20732,16.38124,103.22129,481.0,google
13.40652,101.20732,18.8401,98.98762,776.3,google
13.40652,101.20732,13.825,101.05471,53.9,google
13.40652,101.20732,13.61102,101.31725,36.0,google
13.40652,101.20732,14.65748,101.4045,202.9,google
13.40652,101.20732,13.40859,101.20776,0.9,google
13.40652,101.20732,14.83975,105.12624,540.0,google
13.40652,101.20732,14.19173,100.81368,115.8,google
13.40652,101.20732,13.93528,101.05366,77.3,google
13.7447,102.324,13.3375,101.08677,168.3,google
13.7447,102.324,16.38124,103.22129,377.7,google
13.7447,102.324,18.8401,98.98762,826.4,google
13.7447,102.324,13.825,101.05471,166.4,google
13.7447,102.324,13.61102,101.31725,119.4,google
13.7447,102.324,14.65748,101.4045,193.4,google
13.7447,102.324,13.40859,101.20776,151.8,google
13.7447,102.324,14.83975,105.12624,388.0,google
13.7447,102.324,14.19173,100.81368,192.8,google
13.7447,102.324,13.93528,101.05366,170.6,google
14.62893,103.40957,13.3375,101.08677,357.6,google
14.62893,103.40957,16.38124,103.22129,239.6,google
14.62893,103.40957,18.8401,98.98762,851.6,google
14.62893,103.40957,13.825,101.05471,355.7,google
14.62893,103.40957,13.61102,101.31725,308.7,google
14.62893,103.40957,14.65748,101.4045,240.3,google
14.62893,103.40957,13.40859,101.20776,341.1,google
14.62893,103.40957,14.83975,105.12624,200.6,google
14.62893,103.40957,14.19173,100.81368,337.8,google
14.62893,103.40957,13.93528,101.05366,365.8,google
15.3708,100.13534,13.3375,101.08677,285.0,google
15.3708,100.13534,16.38124,103.22129,446.8,google
15.3708,100.13534,18.8401,98.98762,491.8,google
15.3708,100.13534,13.825,101.05471,247.9,google
15.3708,100.13534,13.61102,101.31725,284.6,google
15.3708,100.13534,14.65748,101.4045,198.3,google
15.3708,100.13534,13.40859,101.20776,292.1,google
15.3708,100.13534,14.83975,105.12624,608.0,google
15.3708,100.13534,14.19173,100.81368,170.8,google
15.3708,100.13534,13.93528,101.05366,234.1,google
13.82633,101.25721,13.3375,101.08677,86.8,google
13.82633,101.25721,16.38124,103.22129,453.3,google
13.82633,101.25721,18.8401,98.98762,763.5,google
13.82633,101.25721,13.825,101.05471,37.7,google
13.82633,101.25721,13.61102,101.31725,34.5,google
13.82633,101.25721,14.65748,101.4045,133.9,google
13.82633,101.25721,13.40859,101.20776,58.8,google
13.82633,101.25721,14.83975,105.12624,512.3,google
13.82633,101.25721,14.19173,100.81368,99.4,google
13.82633,101.25721,13.93528,101.05366,55.7,google
13.97256,102.7732,13.3375,101.08677,229.9,google
13.97256,102.7732,16.38124,103.22129,333.9,google
13.97256,102.7732,18.8401,98.98762,873.3,google
13.97256,102.7732,13.825,101.05471,228.0,google
13.97256,102.7732,13.61102,101.31725,181.1,google
13.97256,102.7732,14.65748,101.4045,231.1,google
13.97256,102.7732,13.40859,101.20776,213.5,google
13.97256,102.7732,14.83975,105.12624,344.2,google
13.97256,102.7732,14.19173,100.81368,251.1,google
13.97256,102.7732,13.93528,101.05366,232.2,google
13.95154,100.97472,13.3375,101.08677,87.0,google
13.95154,100.97472,16.38124,103.22129,462.7,google
13.95154,100.97472,18.8401,98.98762,703.1,google
13.95154,100.97472,13.825,101.05471,24.7,google
13.95154,100.97472,13.61102,101.31725,72.9,google
13.95154,100.97472,14.65748,101.4045,134.6,google
13.95154,100.97472,13.40859,101.20776,75.8,google
13.95154,100.97472,14.83975,105.12624,566.1,google
13.95154,100.97472,14.19173,100.81368,45.2,google
13.95154,100.97472,13.93528,101.05366,20.2,google
15.18526,100.23194,16.01714,102.81953,366.7,google
15.18526,100.23194,14.72791,102.01368,257.6,google
15.18526,100.23194,15.00326,100.0304,51.9,google
15.18526,100.23194,15.2784,100.09664,27.5,google
15.18526,100.23194,16.2741,100.12904,132.5,google
15.18526,100.23194,17.22814,102.90926,483.0,google
15.18526,100.23194,13.91644,101.04417,208.9,google
15.18526,100.23194,13.84778,101.06088,221.1,google
15.18526,100.23194,13.6796,100.90547,212.3,google
15.18526,100.23194,13.7209,100.80069,201.2,google
14.18789,100.47625,16.01714,102.81953,399.1,google
14.18789,100.47625,14.72791,102.01368,231.2,google
14.18789,100.47625,15.00326,100.0304,131.3,google
14.18789,100.47625,15.2784,100.09664,157.8,google
14.18789,100.47625,16.2741,100.12904,262.8,google
14.18789,100.47625,17.22814,102.90926,523.3,google
14.18789,100.47625,13.91644,101.04417,113.5,google
14.18789,100.47625,13.84778,101.06088,102.5,google
14.18789,100.47625,13.6796,100.90547,101.4,google
14.18789,100.47625,13.7209,100.80069,90.3,google
15.05041,101.70358,16.01714,102.81953,194.9,google
15.05041,101.70358,14.72791,102.01368,74.8,google
15.05041,101.70358,15.00326,100.0304,235.1,google
15.05041,101.70358,15.2784,100.09664,215.2,google
15.05041,101.70358,16.2741,100.12904,292.0,google
15.05041,101.70358,17.22814,102.90926,317.5,google
15.05041,101.70358,13.91644,101.04417,210.2,google
15.05041,101.70358,13.84778,101.06088,215.8,google
15.05041,101.70358,13.6796,100.90547,265.4,google
15.05041,101.70358,13.7209,100.80069,254.3,google
13.40652,101.20732,16.01714,102.81953,405.6,google
13.40652,101.20732,14.72791,102.01368,209.7,google
13.40652,101.20732,15.00326,100.0304,276.2,google
13.40652,101.20732,15.2784,100.09664,289.3,google
13.40652,101.20732,16.2741,100.12904,394.3,google
13.40652,101.20732,17.22814,102.90926,529.8,google
13.40652,101.20732,13.91644,101.04417,64.2,google
13.40652,101.20732,13.84778,101.06088,56.7,google
13.40652,101.20732,13.6796,100.90547,53.7,google
13.40652,101.20732,13.7209,100.80069,70.8,google
13.7447,102.324,16.01714,102.81953,317.4,google
13.7447,102.324,14.72791,102.01368,167.7,google
13.7447,102.324,15.00326,100.0304,336.4,google
13.7447,102.324,15.2784,100.09664,339.3,google
13.7447,102.324,16.2741,100.12904,444.3,google
13.7447,102.324,17.22814,102.90926,464.3,google
13.7447,102.324,13.91644,101.04417,163.5,google
13.7447,102.324,13.84778,101.06088,169.2,google
13.7447,102.324,13.6796,100.90547,164.7,google
13.7447,102.324,13.7209,100.80069,177.2,google
14.62893,103.40957,16.01714,102.81953,213.7,google
14.62893,103.40957,14.72791,102.01368,159.2,google
14.62893,103.40957,15.00326,100.0304,433.8,google
14.62893,103.40957,15.2784,100.09664,410.0,google
14.62893,103.40957,16.2741,100.12904,486.8,google
14.62893,103.40957,17.22814,102.90926,365.3,google
14.62893,103.40957,13.91644,101.04417,371.6,google
14.62893,103.40957,13.84778,101.06088,359.4,google
14.62893,103.40957,13.6796,100.90547,354.0,google
14.62893,103.40957,13.7209,100.80069,366.5,google
15.3708,100.13534,16.01714,102.81953,382.4,google
15.3708,100.13534,14.72791,102.01368,261.3,google
15.3708,100.13534,15.00326,100.0304,55.1,google
15.3708,100.13534,15.2784,100.09664,11.4,google
15.3708,100.13534,16.2741,100.12904,109.7,google
15.3708,100.13534,17.22814,102.90926,490.7,google
15.3708,100.13534,13.91644,101.04417,234.4,google
15.3708,100.13534,13.84778,101.06088,246.6,google
15.3708,100.13534,13.6796,100.90547,237.8,google
15.3708,100.13534,13.7209,100.80069,226.7,google
13.82633,101.25721,16.01714,102.81953,377.9,google
13.82633,101.25721,14.72791,102.01368,182.0,google
13.82633,101.25721,15.00326,100.0304,256.6,google
13.82633,101.25721,15.2784,100.09664,276.5,google
13.82633,101.25721,16.2741,100.12904,381.4,google
13.82633,101.25721,17.22814,102.90926,502.1,google
13.82633,101.25721,13.91644,101.04417,42.7,google
13.82633,101.25721,13.84778,101.06088,35.5,google
13.82633,101.25721,13.6796,100.90547,61.1,google
13.82633,101.25721,13.7209,100.80069,73.7,google
13.97256,102.7732,16.01714,102.81953,273.6,google
13.97256,102.7732,14.72791,102.01368,180.9,google
13.97256,102.7732,15.00326,100.0304,394.7,google
13.97256,102.7732,15.2784,100.09664,397.6,google
13.97256,102.7732,16.2741,100.12904,502.6,google
13.97256,102.7732,17.22814,102.90926,420.5,google
13.97256,102.7732,13.91644,101.04417,225.2,google
13.97256,102.7732,13.84778,101.06088,230.8,google
13.97256,102.7732,13.6796,100.90547,226.4,google
13.97256,102.7732,13.7209,100.80069,238.9,google
13.95154,100.97472,16.01714,102.81953,387.3,google
13.95154,100.97472,14.72791,102.01368,219.4,google
13.95154,100.97472,15.00326,100.0304,213.2,google
13.95154,100.97472,15.2784,100.09664,216.1,google
13.95154,100.97472,16.2741,100.12904,321.1,google
13.95154,100.97472,17.22814,102.90926,511.5,google
13.95154,100.97472,13.91644,101.04417,15.2,google
13.95154,100.97472,13.84778,101.06088,23.5,google
13.95154,100.97472,13.6796,100.90547,39.6,google
13.95154,100.97472,13.7209,100.80069,42.7,google
15.18526,100.23194,15.61027,103.824,473.4,google
15.18526,100.23194,15.68264,100.46821,80.9,google
15.18526,100.23194,15.54663,102.97559,371.6,google
15.18526,100.23194,16.32573,99.63809,150.8,google
15.18526,100.23194,13.98572,100.96352,192.7,google
15.18526,100.23194,13.83999,100.96635,210.7,google
15.18526,100.23194,15.53403,100.48399,64.9,google
15.18526,100.23194,16.0598,100.0351,117.0,google
15.18526,100.23194,15.10604,100.21214,19.9,google
15.18526,100.23194,13.83162,100.9114,208.6,google
14.18789,100.47625,15.61027,103.824,467.7,google
14.18789,100.47625,15.68264,100.46821,195.1,google
14.18789,100.47625,15.54663,102.97559,365.8,google
14.18789,100.47625,16.32573,99.63809,281.1,google
14.18789,100.47625,13.98572,100.96352,97.2,google
14.18789,100.47625,13.83999,100.96635,92.1,google
14.18789,100.47625,15.53403,100.48399,179.2,google
14.18789,100.47625,16.0598,100.0351,247.4,google
14.18789,100.47625,15.10604,100.21214,133.4,google
14.18789,100.47625,13.83162,100.9114,90.0,google
15.05041,101.70358,15.61027,103.824,302.6,google
15.05041,101.70358,15.68264,100.46821,211.6,google
15.05041,101.70358,15.54663,102.97559,200.7,google
15.05041,101.70358,16.32573,99.63809,338.5,google
15.05041,101.70358,13.98572,100.96352,201.0,google
15.05041,101.70358,13.83999,100.96635,218.6,google
15.05041,101.70358,15.53403,100.48399,195.6,google
15.05041,101.70358,16.0598,100.0351,291.3,google
15.05041,101.70358,15.10604,100.21214,203.2,google
15.05041,101.70358,13.83162,100.9114,218.1,google
13.40652,101.20732,15.61027,103.824,460.3,google
13.40652,101.20732,15.68264,100.46821,326.6,google
13.40652,101.20732,15.54663,102.97559,372.3,google
13.40652,101.20732,16.32573,99.63809,412.6,google
13.40652,101.20732,13.98572,100.96352,82.2,google
13.40652,101.20732,13.83999,100.96635,65.0,google
13.40652,101.20732,15.53403,100.48399,310.7,google
13.40652,101.20732,16.0598,100.0351,378.9,google
13.40652,101.20732,15.10604,100.21214,264.9,google
13.40652,101.20732,13.83162,100.9114,62.9,google
13.7447,102.324,15.61027,103.824,308.4,google
13.7447,102.324,15.68264,100.46821,361.8,google
13.7447,102.324,15.54663,102.97559,258.0,google
13.7447,102.324,16.32573,99.63809,462.6,google
13.7447,102.324,13.98572,100.96352,179.8,google
13.7447,102.324,13.83999,100.96635,174.4,google
13.7447,102.324,15.53403,100.48399,345.8,google
13.7447,102.324,16.0598,100.0351,428.9,google
13.7447,102.324,15.10604,100.21214,314.9,google
13.7447,102.324,13.83162,100.9114,172.2,google
14.62893,103.40957,15.61027,103.824,125.1,google
14.62893,103.40957,15.68264,100.46821,406.4,google
14.62893,103.40957,15.54663,102.97559,143.2,google
14.62893,103.40957,16.32573,99.63809,533.3,google
14.62893,103.40957,13.98572,100.96352,362.4,google
14.62893,103.40957,13.83999,100.96635,368.6,google
14.62893,103.40957,15.53403,100.48399,390.4,google
14.62893,103.40957,16.0598,100.0351,486.1,google
14.62893,103.40957,15.10604,100.21214,398.0,google
14.62893,103.40957,13.83162,100.9114,361.5,google
15.3708,100.13534,15.61027,103.824,489.1,google
15.3708,100.13534,15.68264,100.46821,64.1,google
15.3708,100.13534,15.54663,102.97559,387.2,google
15.3708,100.13534,16.32573,99.63809,128.1,google
15.3708,100.13534,13.98572,100.96352,218.2,google
15.3708,100.13534,13.83999,100.96635,236.2,google
15.3708,100.13534,15.53403,100.48399,62.8,google
15.3708,100.13534,16.0598,100.0351,94.3,google
15.3708,100.13534,15.10604,100.21214,39.0,google
15.3708,100.13534,13.83162,100.9114,234.1,google
13.82633,101.25721,15.61027,103.824,432.6,google
13.82633,101.25721,15.68264,100.46821,313.8,google
13.82633,101.25721,15.54663,102.97559,344.6,google
13.82633,101.25721,16.32573,99.63809,399.8,google
13.82633,101.25721,13.98572,100.96352,59.6,google
13.82633,101.25721,13.83999,100.96635,44.7,google
13.82633,101.25721,15.53403,100.48399,263.9,google
13.82633,101.25721,16.0598,100.0351,366.0,google
13.82633,101.25721,15.10604,100.21214,252.0,google
13.82633,101.25721,13.83162,100.9114,52.4,google
13.97256,102.7732,15.61027,103.824,264.5,google
13.97256,102.7732,15.68264,100.46821,428.0,google
13.97256,102.7732,15.54663,102.97559,214.2,google
13.97256,102.7732,16.32573,99.63809,520.9,google
13.97256,102.7732,13.98572,100.96352,241.4,google
13.97256,102.7732,13.83999,100.96635,236.0,google
13.97256,102.7732,15.53403,100.48399,412.0,google
13.97256,102.7732,16.0598,100.0351,487.1,google
13.97256,102.7732,15.10604,100.21214,373.1,google
13.97256,102.7732,13.83162,100.9114,233.9,google
13.95154,100.97472,15.61027,103.824,455.9,google
13.95154,100.97472,15.68264,100.46821,253.5,google
13.95154,100.97472,15.54663,102.97559,354.0,google
13.95154,100.97472,16.32573,99.63809,339.4,google
13.95154,100.97472,13.98572,100.96352,5.4,google
13.95154,100.97472,13.83999,100.96635,13.1,google
13.95154,100.97472,15.53403,100.48399,237.5,google
13.95154,100.97472,16.0598,100.0351,305.7,google
13.95154,100.97472,15.10604,100.21214,191.7,google
13.95154,100.97472,13.83162,100.9114,20.2,google
15.18526,100.23194,12.64045,102.0921,407.9,google
15.18526,100.23194,13.85167,101.0799,223.4,google
15.18526,100.23194,14.8798,100.3025,47.4,google
15.18526,100.23194,16.02498,103.84685,501.5,google
